RI,table,variable,type
ACTRIS,actris-in-situ,rubidium,double
ACTRIS,actris-in-situ,strontium,double
ACTRIS,actris-in-situ,thorium,double
ACTRIS,actris-in-situ,tin,double
ACTRIS,actris-in-situ,uranium,double
ACTRIS,actris-in-situ,carbon_dioxide_amean,double
ACTRIS,actris-in-situ,carbon_dioxide_precision,double
ACTRIS,actris-in-situ,carbon_monoxide_amean,double
ACTRIS,actris-in-situ,carbon_monoxide_precision,double
ACTRIS,actris-in-situ,methane_amean,double
ACTRIS,actris-in-situ,methane_precision,double
ACTRIS,actris-in-situ,water_vapor_amean,double
ACTRIS,actris-in-situ,water_vapor_precision,double
ACTRIS,actris-in-situ,mercury,double
ACTRIS,actris-in-situ,ammonium_ug N_per_m3_amean,double
ACTRIS,actris-in-situ,ammonium_ug_per_m3_amean,double
ACTRIS,actris-in-situ,ammonium_ug N_per_m3_uncertainty,double
ACTRIS,actris-in-situ,ammonium_ug_per_m3_uncertainty,double
ACTRIS,actris-in-situ,chloride_amean,double
ACTRIS,actris-in-situ,chloride_uncertainty,double
ACTRIS,actris-in-situ,nitrate_ug N_per_m3_amean,double
ACTRIS,actris-in-situ,nitrate_ug_per_m3_amean,double
ACTRIS,actris-in-situ,nitrate_ug N_per_m3_uncertainty,double
ACTRIS,actris-in-situ,nitrate_ug_per_m3_uncertainty,double
ACTRIS,actris-in-situ,organic_mass_amean,double
ACTRIS,actris-in-situ,organic_mass_uncertainty,double
ACTRIS,actris-in-situ,sulphate_total_ug S_per_m3_amean,double
ACTRIS,actris-in-situ,sulphate_total_ug_per_m3_amean,double
ACTRIS,actris-in-situ,sulphate_total_ug S_per_m3_uncertainty,double
ACTRIS,actris-in-situ,sulphate_total_ug_per_m3_uncertainty,double
ACTRIS,actris-in-situ,ammonia_nmol_per_mol,double
ACTRIS,actris-in-situ,ammonia_ug N_per_m3,double
ACTRIS,actris-in-situ,galactosan,double
ACTRIS,actris-in-situ,levoglucosan,double
ACTRIS,actris-in-situ,mannosan,double
ACTRIS,actris-in-situ,PCB_133,double
ACTRIS,actris-in-situ,txph_26,double
ACTRIS,actris-in-situ,txph_50,double
ACTRIS,actris-in-situ,txph_62,double
ACTRIS,actris-in-situ,ozone_nmol_per_mol_max,double
ACTRIS,actris-in-situ,ozone_ug_per_m3_max,double
ACTRIS,actris-in-situ,ozone_nmol_per_mol_min,double
ACTRIS,actris-in-situ,ozone_ug_per_m3_min,double
ACTRIS,actris-in-situ,organic_carbon_corrected,double
ACTRIS,actris-in-situ,total_carbon_corrected,double
ACTRIS,actris-in-situ,ammonium_precip_mg N_per_l,double
ACTRIS,actris-in-situ,ammonium_precip_mg_per_l,double
ACTRIS,actris-in-situ,ammonium_aerosol_ug N_per_m3,double
ACTRIS,actris-in-situ,ammonium_aerosol_ug_per_m3,double
ACTRIS,actris-in-situ,sulphate_total_precip_mg S_per_l,double
ACTRIS,actris-in-situ,sulphate_total_precip_mg_per_l,double
ACTRIS,actris-in-situ,sulphate_total_aerosol_ug S_per_m3,double
ACTRIS,actris-in-situ,sulphate_total_aerosol_ug_per_m3,double
ACTRIS,actris-in-situ,mercury_TGM,double
ACTRIS,actris-in-situ,BDE_100,double
ACTRIS,actris-in-situ,BDE_99,double
ACTRIS,actris-in-situ,gust,double
ACTRIS,actris-in-situ,beryllium,double
ACTRIS,actris-in-situ,scandium,double
ACTRIS,actris-in-situ,tungsten,double
ACTRIS,actris-in-situ,phosphorus,double
ACTRIS,actris-in-situ,BDE_183,double
ACTRIS,actris-in-situ,sulphur_dioxide_nmol_per_mol,double
ACTRIS,actris-in-situ,sulphur_dioxide_ug S_per_m3,double
ACTRIS,actris-in-situ,a_HBCD,double
ACTRIS,actris-in-situ,b_HBCD,double
ACTRIS,actris-in-situ,g_HBCD,double
ACTRIS,actris-in-situ,ammonium_ug N_per_m3_stddev,double
ACTRIS,actris-in-situ,ammonium_ug_per_m3_stddev,double
ACTRIS,actris-in-situ,chloride_stddev,double
ACTRIS,actris-in-situ,nitrate_ug N_per_m3_stddev,double
ACTRIS,actris-in-situ,nitrate_ug_per_m3_stddev,double
ACTRIS,actris-in-situ,organic_mass_stddev,double
ACTRIS,actris-in-situ,organic_mass_amean_Fraction,double
ACTRIS,actris-in-situ,organic_mass_stddev_Fraction,double
ACTRIS,actris-in-situ,sulphate_total_ug S_per_m3_stddev,double
ACTRIS,actris-in-situ,sulphate_total_ug_per_m3_stddev,double
ACTRIS,actris-in-situ,propyne,double
ACTRIS,actris-in-situ,1-pentene_ng_per_m3,double
ACTRIS,actris-in-situ,1-pentene_pmol_per_mol,double
ACTRIS,actris-in-situ,2-3-dimethylbutane,double
ACTRIS,actris-in-situ,2-methyl-1-butene,double
ACTRIS,actris-in-situ,2-methyl-2-butene_ng_per_m3,double
ACTRIS,actris-in-situ,2-methyl-2-butene_pmol_per_mol,double
ACTRIS,actris-in-situ,3-methyl-1-butene,double
ACTRIS,actris-in-situ,cyclo-pentane,double
ACTRIS,actris-in-situ,cyclo-pentene,double
ACTRIS,actris-in-situ,methyl-cyclopentane,double
ACTRIS,actris-in-situ,sum_1-butene_and_trans-2-butene,double
ACTRIS,actris-in-situ,sum_1-pentene_and_2-methyl-2-butene,double
ACTRIS,actris-in-situ,sum_2-2-dimethylbutane_and_methyl-cyclopentane,double
ACTRIS,actris-in-situ,sum_2-2-dimethylpropane_and_cis-2-butene,double
ACTRIS,actris-in-situ,sum_2-3-dimethylbutane_and_methyl-cyclopentane,double
ACTRIS,actris-in-situ,sum_3-methylpentane_and_cyclo-hexane,double
ACTRIS,actris-in-situ,sum_n-pentane_and_cyclo-pentane,double
ACTRIS,actris-in-situ,trans-2-pentene_ng_per_m3,double
ACTRIS,actris-in-situ,trans-2-pentene_pmol_per_mol,double
ACTRIS,actris-in-situ,BDE_153,double
ACTRIS,actris-in-situ,oxychlordane,double
ACTRIS,actris-in-situ,elemental_carbon_det_lim,double
ACTRIS,actris-in-situ,organic_carbon_det_lim,double
ACTRIS,actris-in-situ,total_carbon_det_lim,double
ACTRIS,actris-in-situ,PCB_157,double
ACTRIS,actris-in-situ,PCB_167,double
ACTRIS,actris-in-situ,PCB_183,double
ACTRIS,actris-in-situ,PCB_189,double
ACTRIS,actris-in-situ,PCB_158,double
ACTRIS,actris-in-situ,PCB_171,double
ACTRIS,actris-in-situ,PCB_177,double
ACTRIS,actris-in-situ,PCB_191,double
ACTRIS,actris-in-situ,PCB_193,double
ACTRIS,actris-in-situ,PCB_209,double
ACTRIS,actris-in-situ,PCB_66,double
ACTRIS,actris-in-situ,BDE_154,double
ACTRIS,actris-in-situ,PCB_110,double
ACTRIS,actris-in-situ,PCB_149,double
ACTRIS,actris-in-situ,PCB_157+200,double
ACTRIS,actris-in-situ,PCB_16+32,double
ACTRIS,actris-in-situ,PCB_163+138,double
ACTRIS,actris-in-situ,PCB_174,double
ACTRIS,actris-in-situ,PCB_18,double
ACTRIS,actris-in-situ,PCB_20+33,double
ACTRIS,actris-in-situ,PCB_206,double
ACTRIS,actris-in-situ,PCB_25,double
ACTRIS,actris-in-situ,PCB_26,double
ACTRIS,actris-in-situ,PCB_41+64+71,double
ACTRIS,actris-in-situ,PCB_44,double
ACTRIS,actris-in-situ,PCB_47+48,double
ACTRIS,actris-in-situ,PCB_49,double
ACTRIS,actris-in-situ,PCB_70+76+98,double
ACTRIS,actris-in-situ,PCB_81+87,double
ACTRIS,actris-in-situ,PCB_84,double
ACTRIS,actris-in-situ,PCB_95,double
ACTRIS,actris-in-situ,equivalent_black_carbon_amean,double
ACTRIS,actris-in-situ,equivalent_black_carbon_prec1587,double
ACTRIS,actris-in-situ,equivalent_black_carbon_perc8413,double
ACTRIS,actris-in-situ,ammonium_pm10_ug N_per_m3,double
ACTRIS,actris-in-situ,ammonium_pm25_ug N_per_m3,double
ACTRIS,actris-in-situ,ammonium_pm10_ug_per_m3,double
ACTRIS,actris-in-situ,ammonium_pm25_ug_per_m3,double
ACTRIS,actris-in-situ,calcium_pm10,double
ACTRIS,actris-in-situ,calcium_pm25,double
ACTRIS,actris-in-situ,chloride_pm10,double
ACTRIS,actris-in-situ,chloride_pm25,double
ACTRIS,actris-in-situ,magnesium_pm10,double
ACTRIS,actris-in-situ,magnesium_pm25,double
ACTRIS,actris-in-situ,nitrate_pm10_ug N_per_m3,double
ACTRIS,actris-in-situ,nitrate_pm25_ug N_per_m3,double
ACTRIS,actris-in-situ,nitrate_pm10_ug_per_m3,double
ACTRIS,actris-in-situ,nitrate_pm25_ug_per_m3,double
ACTRIS,actris-in-situ,potassium_pm10,double
ACTRIS,actris-in-situ,potassium_pm25,double
ACTRIS,actris-in-situ,sodium_pm10,double
ACTRIS,actris-in-situ,sodium_pm25,double
ACTRIS,actris-in-situ,sulphate_total_pm10_ug S_per_m3,double
ACTRIS,actris-in-situ,sulphate_total_pm25_ug S_per_m3,double
ACTRIS,actris-in-situ,sulphate_total_pm10_ug_per_m3,double
ACTRIS,actris-in-situ,sulphate_total_pm25_ug_per_m3,double
ACTRIS,actris-in-situ,BDE_209,double
ACTRIS,actris-in-situ,pm10_pm25_mass,double
ACTRIS,actris-in-situ,1-3-butadiene_ng_per_m3_amean,double
ACTRIS,actris-in-situ,1-3-butadiene_pmol_per_mol_amean,double
ACTRIS,actris-in-situ,1-3-butadiene_ng_per_m3_ExpUnc2s,double
ACTRIS,actris-in-situ,1-3-butadiene_pmol_per_mol_ExpUnc2s,double
ACTRIS,actris-in-situ,1-3-butadiene_ng_per_m3_precision,double
ACTRIS,actris-in-situ,1-3-butadiene_pmol_per_mol_precision,double
ACTRIS,actris-in-situ,1-butene_ng_per_m3_amean,double
ACTRIS,actris-in-situ,1-butene_pmol_per_mol_amean,double
ACTRIS,actris-in-situ,1-butene_ng_per_m3_ExpUnc2s,double
ACTRIS,actris-in-situ,1-butene_pmol_per_mol_ExpUnc2s,double
ACTRIS,actris-in-situ,1-butene_ng_per_m3_precision,double
ACTRIS,actris-in-situ,1-butene_pmol_per_mol_precision,double
ACTRIS,actris-in-situ,2-3-dimethylbutane_amean,double
ACTRIS,actris-in-situ,2-3-dimethylbutane_ExpUnc2s,double
ACTRIS,actris-in-situ,2-3-dimethylbutane_precision,double
ACTRIS,actris-in-situ,2-3-dimethylpentane_amean,double
ACTRIS,actris-in-situ,2-3-dimethylpentane_ExpUnc2s,double
ACTRIS,actris-in-situ,2-3-dimethylpentane_precision,double
ACTRIS,actris-in-situ,2-methylhexane_amean,double
ACTRIS,actris-in-situ,2-methylhexane_ExpUnc2s,double
ACTRIS,actris-in-situ,2-methylhexane_precision,double
ACTRIS,actris-in-situ,2-methylpentane_ng_per_m3_amean,double
ACTRIS,actris-in-situ,2-methylpentane_pmol_per_mol_amean,double
ACTRIS,actris-in-situ,2-methylpentane_ng_per_m3_ExpUnc2s,double
ACTRIS,actris-in-situ,2-methylpentane_pmol_per_mol_ExpUnc2s,double
ACTRIS,actris-in-situ,2-methylpentane_ng_per_m3_precision,double
ACTRIS,actris-in-situ,2-methylpentane_pmol_per_mol_precision,double
ACTRIS,actris-in-situ,2-methylpropane_amean,double
ACTRIS,actris-in-situ,2-methylpropane_ExpUnc2s,double
ACTRIS,actris-in-situ,2-methylpropane_precision,double
ACTRIS,actris-in-situ,3-methylpentane_ng_per_m3_amean,double
ACTRIS,actris-in-situ,3-methylpentane_pmol_per_mol_amean,double
ACTRIS,actris-in-situ,3-methylpentane_ng_per_m3_ExpUnc2s,double
ACTRIS,actris-in-situ,3-methylpentane_pmol_per_mol_ExpUnc2s,double
ACTRIS,actris-in-situ,3-methylpentane_ng_per_m3_precision,double
ACTRIS,actris-in-situ,3-methylpentane_pmol_per_mol_precision,double
ACTRIS,actris-in-situ,cis-2-butene_ng_per_m3_amean,double
ACTRIS,actris-in-situ,cis-2-butene_pmol_per_mol_amean,double
ACTRIS,actris-in-situ,cis-2-butene_ng_per_m3_ExpUnc2s,double
ACTRIS,actris-in-situ,cis-2-butene_pmol_per_mol_ExpUnc2s,double
ACTRIS,actris-in-situ,cis-2-butene_ng_per_m3_precision,double
ACTRIS,actris-in-situ,cis-2-butene_pmol_per_mol_precision,double
ACTRIS,actris-in-situ,ethane_amean,double
ACTRIS,actris-in-situ,ethane_ExpUnc2s,double
ACTRIS,actris-in-situ,ethane_precision,double
ACTRIS,actris-in-situ,ethylbenzene_ng_per_m3_amean,double
ACTRIS,actris-in-situ,ethylbenzene_pmol_per_mol_amean,double
ACTRIS,actris-in-situ,ethylbenzene_ng_per_m3_ExpUnc2s,double
ACTRIS,actris-in-situ,ethylbenzene_pmol_per_mol_ExpUnc2s,double
ACTRIS,actris-in-situ,ethylbenzene_ng_per_m3_precision,double
ACTRIS,actris-in-situ,ethylbenzene_pmol_per_mol_precision,double
ACTRIS,actris-in-situ,m-p-xylene_ng_per_m3_amean,double
ACTRIS,actris-in-situ,m-p-xylene_pmol_per_mol_amean,double
ACTRIS,actris-in-situ,m-p-xylene_ng_per_m3_ExpUnc2s,double
ACTRIS,actris-in-situ,m-p-xylene_pmol_per_mol_ExpUnc2s,double
ACTRIS,actris-in-situ,m-p-xylene_ng_per_m3_precision,double
ACTRIS,actris-in-situ,m-p-xylene_pmol_per_mol_precision,double
ACTRIS,actris-in-situ,methyl-cyclohexane_amean,double
ACTRIS,actris-in-situ,methyl-cyclohexane_ExpUnc2s,double
ACTRIS,actris-in-situ,methyl-cyclohexane_precision,double
ACTRIS,actris-in-situ,n-heptane_ng_per_m3_amean,double
ACTRIS,actris-in-situ,n-heptane_pmol_per_mol_amean,double
ACTRIS,actris-in-situ,n-heptane_ng_per_m3_ExpUnc2s,double
ACTRIS,actris-in-situ,n-heptane_pmol_per_mol_ExpUnc2s,double
ACTRIS,actris-in-situ,n-heptane_ng_per_m3_precision,double
ACTRIS,actris-in-situ,n-heptane_pmol_per_mol_precision,double
ACTRIS,actris-in-situ,n-hexane_ng_per_m3_amean,double
ACTRIS,actris-in-situ,n-hexane_pmol_per_mol_amean,double
ACTRIS,actris-in-situ,n-hexane_ng_per_m3_ExpUnc2s,double
ACTRIS,actris-in-situ,n-hexane_pmol_per_mol_ExpUnc2s,double
ACTRIS,actris-in-situ,n-hexane_ng_per_m3_precision,double
ACTRIS,actris-in-situ,n-hexane_pmol_per_mol_precision,double
ACTRIS,actris-in-situ,n-octane_ng_per_m3_amean,double
ACTRIS,actris-in-situ,n-octane_pmol_per_mol_amean,double
ACTRIS,actris-in-situ,n-octane_ng_per_m3_ExpUnc2s,double
ACTRIS,actris-in-situ,n-octane_pmol_per_mol_ExpUnc2s,double
ACTRIS,actris-in-situ,n-octane_ng_per_m3_precision,double
ACTRIS,actris-in-situ,n-octane_pmol_per_mol_precision,double
ACTRIS,actris-in-situ,o-xylene_ng_per_m3_amean,double
ACTRIS,actris-in-situ,o-xylene_pmol_per_mol_amean,double
ACTRIS,actris-in-situ,o-xylene_ng_per_m3_ExpUnc2s,double
ACTRIS,actris-in-situ,o-xylene_pmol_per_mol_ExpUnc2s,double
ACTRIS,actris-in-situ,o-xylene_ng_per_m3_precision,double
ACTRIS,actris-in-situ,o-xylene_pmol_per_mol_precision,double
ACTRIS,actris-in-situ,propane_amean,double
ACTRIS,actris-in-situ,propane_ExpUnc2s,double
ACTRIS,actris-in-situ,propane_precision,double
ACTRIS,actris-in-situ,propyne_amean,double
ACTRIS,actris-in-situ,propyne_ExpUnc2s,double
ACTRIS,actris-in-situ,propyne_precision,double
ACTRIS,actris-in-situ,toluene_ng_per_m3_amean,double
ACTRIS,actris-in-situ,toluene_pmol_per_mol_amean,double
ACTRIS,actris-in-situ,toluene_ng_per_m3_ExpUnc2s,double
ACTRIS,actris-in-situ,toluene_pmol_per_mol_ExpUnc2s,double
ACTRIS,actris-in-situ,toluene_ng_per_m3_precision,double
ACTRIS,actris-in-situ,toluene_pmol_per_mol_precision,double
ACTRIS,actris-in-situ,trans-2-pentene_ng_per_m3_amean,double
ACTRIS,actris-in-situ,trans-2-pentene_pmol_per_mol_amean,double
ACTRIS,actris-in-situ,trans-2-pentene_ng_per_m3_ExpUnc2s,double
ACTRIS,actris-in-situ,trans-2-pentene_pmol_per_mol_ExpUnc2s,double
ACTRIS,actris-in-situ,trans-2-pentene_ng_per_m3_precision,double
ACTRIS,actris-in-situ,trans-2-pentene_pmol_per_mol_precision,double
ACTRIS,actris-in-situ,BDE_138,double
ACTRIS,actris-in-situ,PCB_141,double
ACTRIS,actris-in-situ,bromide,double
ACTRIS,actris-in-situ,mineral_dust,double
ACTRIS,actris-in-situ,silicon,double
ACTRIS,actris-in-situ,zirconium,double
ACTRIS,actris-in-situ,cobalt_amean,double
ACTRIS,actris-in-situ,cobalt_det_lim,double
ACTRIS,actris-in-situ,2-methylpropenal_pmol_per_mol_amean,double
ACTRIS,actris-in-situ,2-methylpropenal_ug_per_m3_amean,double
ACTRIS,actris-in-situ,2-methylpropenal_pmol_per_mol_ExpUnc2s,double
ACTRIS,actris-in-situ,2-methylpropenal_ug_per_m3_ExpUnc2s,double
ACTRIS,actris-in-situ,2-methylpropenal_pmol_per_mol_precision,double
ACTRIS,actris-in-situ,2-methylpropenal_ug_per_m3_precision,double
ACTRIS,actris-in-situ,2-oxopropanal_nmol_per_mol_amean,double
ACTRIS,actris-in-situ,2-oxopropanal_ug_per_m3_amean,double
ACTRIS,actris-in-situ,2-oxopropanal_nmol_per_mol_ExpUnc2s,double
ACTRIS,actris-in-situ,2-oxopropanal_ug_per_m3_ExpUnc2s,double
ACTRIS,actris-in-situ,2-oxopropanal_nmol_per_mol_precision,double
ACTRIS,actris-in-situ,2-oxopropanal_ug_per_m3_precision,double
ACTRIS,actris-in-situ,2-propenal_pmol_per_mol,double
ACTRIS,actris-in-situ,2-propenal_ug_per_m3,double
ACTRIS,actris-in-situ,benzaldehyde_pmol_per_mol_amean,double
ACTRIS,actris-in-situ,benzaldehyde_ug_per_m3_amean,double
ACTRIS,actris-in-situ,benzaldehyde_pmol_per_mol_ExpUnc2s,double
ACTRIS,actris-in-situ,benzaldehyde_ug_per_m3_ExpUnc2s,double
ACTRIS,actris-in-situ,benzaldehyde_pmol_per_mol_precision,double
ACTRIS,actris-in-situ,benzaldehyde_ug_per_m3_precision,double
ACTRIS,actris-in-situ,butanales_amean,double
ACTRIS,actris-in-situ,butanales_ExpUnc2s,double
ACTRIS,actris-in-situ,butanales_precision,double
ACTRIS,actris-in-situ,butanone_pmol_per_mol_amean,double
ACTRIS,actris-in-situ,butanone_ug_per_m3_amean,double
ACTRIS,actris-in-situ,butanone_pmol_per_mol_ExpUnc2s,double
ACTRIS,actris-in-situ,butanone_ug_per_m3_ExpUnc2s,double
ACTRIS,actris-in-situ,butanone_pmol_per_mol_precision,double
ACTRIS,actris-in-situ,butanone_ug_per_m3_precision,double
ACTRIS,actris-in-situ,ethanal_nmol_per_mol_amean,double
ACTRIS,actris-in-situ,ethanal_ug_per_m3_amean,double
ACTRIS,actris-in-situ,ethanal_nmol_per_mol_ExpUnc2s,double
ACTRIS,actris-in-situ,ethanal_ug_per_m3_ExpUnc2s,double
ACTRIS,actris-in-situ,ethanal_nmol_per_mol_precision,double
ACTRIS,actris-in-situ,ethanal_ug_per_m3_precision,double
ACTRIS,actris-in-situ,ethanedial_nmol_per_mol_amean,double
ACTRIS,actris-in-situ,ethanedial_ug_per_m3_amean,double
ACTRIS,actris-in-situ,ethanedial_nmol_per_mol_ExpUnc2s,double
ACTRIS,actris-in-situ,ethanedial_ug_per_m3_ExpUnc2s,double
ACTRIS,actris-in-situ,ethanedial_nmol_per_mol_precision,double
ACTRIS,actris-in-situ,ethanedial_ug_per_m3_precision,double
ACTRIS,actris-in-situ,hexanal_pmol_per_mol_amean,double
ACTRIS,actris-in-situ,hexanal_ug_per_m3_amean,double
ACTRIS,actris-in-situ,hexanal_pmol_per_mol_ExpUnc2s,double
ACTRIS,actris-in-situ,hexanal_ug_per_m3_ExpUnc2s,double
ACTRIS,actris-in-situ,hexanal_pmol_per_mol_precision,double
ACTRIS,actris-in-situ,hexanal_ug_per_m3_precision,double
ACTRIS,actris-in-situ,methanal_nmol_per_mol_amean,double
ACTRIS,actris-in-situ,methanal_ug_per_m3_amean,double
ACTRIS,actris-in-situ,methanal_nmol_per_mol_ExpUnc2s,double
ACTRIS,actris-in-situ,methanal_ug_per_m3_ExpUnc2s,double
ACTRIS,actris-in-situ,methanal_nmol_per_mol_precision,double
ACTRIS,actris-in-situ,methanal_ug_per_m3_precision,double
ACTRIS,actris-in-situ,pentanal_pmol_per_mol_amean,double
ACTRIS,actris-in-situ,pentanal_ug_per_m3_amean,double
ACTRIS,actris-in-situ,pentanal_pmol_per_mol_ExpUnc2s,double
ACTRIS,actris-in-situ,pentanal_ug_per_m3_ExpUnc2s,double
ACTRIS,actris-in-situ,pentanal_pmol_per_mol_precision,double
ACTRIS,actris-in-situ,pentanal_ug_per_m3_precision,double
ACTRIS,actris-in-situ,propanal_nmol_per_mol_amean,double
ACTRIS,actris-in-situ,propanal_ug_per_m3_amean,double
ACTRIS,actris-in-situ,propanal_nmol_per_mol_ExpUnc2s,double
ACTRIS,actris-in-situ,propanal_ug_per_m3_ExpUnc2s,double
ACTRIS,actris-in-situ,propanal_nmol_per_mol_precision,double
ACTRIS,actris-in-situ,propanal_ug_per_m3_precision,double
ACTRIS,actris-in-situ,propanone_nmol_per_mol_amean,double
ACTRIS,actris-in-situ,propanone_ug_per_m3_amean,double
ACTRIS,actris-in-situ,propanone_nmol_per_mol_ExpUnc2s,double
ACTRIS,actris-in-situ,propanone_ug_per_m3_ExpUnc2s,double
ACTRIS,actris-in-situ,propanone_nmol_per_mol_precision,double
ACTRIS,actris-in-situ,propanone_ug_per_m3_precision,double
ACTRIS,actris-in-situ,sum_hexachlor_PCB,double
ACTRIS,actris-in-situ,aerosol_absorption_coefficient,double
ACTRIS,actris-in-situ,1-2-4-trimethylbenzene_pmol_per_mol,double
ACTRIS,actris-in-situ,1-2-4-trimethylbenzene_ug_per_m3,double
ACTRIS,actris-in-situ,BDE_119,double
ACTRIS,actris-in-situ,BDE_196,double
ACTRIS,actris-in-situ,BDE_28,double
ACTRIS,actris-in-situ,BDE_49,double
ACTRIS,actris-in-situ,BDE_71,double
ACTRIS,actris-in-situ,BDE_77,double
ACTRIS,actris-in-situ,TBA,double
ACTRIS,actris-in-situ,mercury_PBM,double
ACTRIS,actris-in-situ,PCB_74,double
ACTRIS,actris-in-situ,HBCD,double
ACTRIS,actris-in-situ,PFHpA,double
ACTRIS,actris-in-situ,PCB_185,double
ACTRIS,actris-in-situ,particle_number_concentration_max,double
ACTRIS,actris-in-situ,particle_number_concentration_median,double
ACTRIS,actris-in-situ,particle_number_concentration_min,double
ACTRIS,actris-in-situ,particle_number_concentration_stddev,double
ACTRIS,actris-in-situ,alpha-pinene_ng_per_m3_amean,double
ACTRIS,actris-in-situ,alpha-pinene_pmol_per_mol_amean,double
ACTRIS,actris-in-situ,alpha-pinene_ng_per_m3_ExpUnc2s,double
ACTRIS,actris-in-situ,alpha-pinene_pmol_per_mol_ExpUnc2s,double
ACTRIS,actris-in-situ,alpha-pinene_ng_per_m3_precision,double
ACTRIS,actris-in-situ,alpha-pinene_pmol_per_mol_precision,double
ACTRIS,actris-in-situ,beta-pinene_ng_per_m3_amean,double
ACTRIS,actris-in-situ,beta-pinene_pmol_per_mol_amean,double
ACTRIS,actris-in-situ,beta-pinene_ng_per_m3_ExpUnc2s,double
ACTRIS,actris-in-situ,beta-pinene_pmol_per_mol_ExpUnc2s,double
ACTRIS,actris-in-situ,beta-pinene_ng_per_m3_precision,double
ACTRIS,actris-in-situ,beta-pinene_pmol_per_mol_precision,double
ACTRIS,actris-in-situ,limonene_ng_per_m3_amean,double
ACTRIS,actris-in-situ,limonene_pmol_per_mol_amean,double
ACTRIS,actris-in-situ,limonene_ng_per_m3_ExpUnc2s,double
ACTRIS,actris-in-situ,limonene_pmol_per_mol_ExpUnc2s,double
ACTRIS,actris-in-situ,limonene_ng_per_m3_precision,double
ACTRIS,actris-in-situ,limonene_pmol_per_mol_precision,double
ACTRIS,actris-in-situ,organic_carbon_amean_0,double
ACTRIS,actris-in-situ,organic_carbon_amean_1,double
ACTRIS,actris-in-situ,organic_carbon_amean_2,double
ACTRIS,actris-in-situ,organic_carbon_amean_3,double
ACTRIS,actris-in-situ,organic_carbon_amean_4,double
ACTRIS,actris-in-situ,organic_carbon_amean_5,double
ACTRIS,actris-in-situ,cis_NO,double
ACTRIS,actris-in-situ,sum_DDT,double
ACTRIS,actris-in-situ,BB_15,double
ACTRIS,actris-in-situ,carbon_dioxide_ExpUnc3s,double
ACTRIS,actris-in-situ,methane_ExpUnc3s,double
ACTRIS,actris-in-situ,methane,double
ACTRIS,actris-in-situ,OBIND,double
ACTRIS,actris-in-situ,methane_stddev,double
ACTRIS,actris-in-situ,dinitrogen_monoxide_amean,double
ACTRIS,actris-in-situ,dinitrogen_monoxide_ExpUnc3s,double
ACTRIS,actris-in-situ,hydrogen_amean,double
ACTRIS,actris-in-situ,hydrogen_ExpUnc3s,double
ACTRIS,actris-in-situ,sulfur_hexafluoride_amean,double
ACTRIS,actris-in-situ,sulfur_hexafluoride_ExpUnc3s,double
ACTRIS,actris-in-situ,chromium_pm10_pm25,double
ACTRIS,actris-in-situ,chromium_pm25,double
ACTRIS,actris-in-situ,cobalt_pm10_pm25,double
ACTRIS,actris-in-situ,cobalt_pm25,double
